Value,HRUCODE,HRUDESC,FRAC
2939,7400,Dev_Septics-C-All-All,0.00029793
2939,9412,Pasture-C-Low-2,0.99970207
2940,4001,Dev_Roof-All-All-1,0.880249375
2940,6410,Dev_Pervious-C-Low-All,0.119750625
2941,7300,Dev_Septics-B-All-All,0.00186926
2941,11211,Forest-A-Low-1,0.99813074
2942,4001,Dev_Roof-All-All-1,0.186898329
2942,4002,Dev_Roof-All-All-2,0.186898329
2942,4003,Dev_Roof-All-All-3,0.186898329
2942,6210,Dev_Pervious-A-Low-All,0.439305012
2943,4001,Dev_Roof-All-All-1,0.10884218
2943,4002,Dev_Roof-All-All-2,0.10884218
2943,4003,Dev_Roof-All-All-3,0.10884218
2943,6410,Dev_Pervious-C-Low-All,0.673473461
2944,4002,Dev_Roof-All-All-2,0.046001291
2944,4003,Dev_Roof-All-All-3,0.874024529
2944,6410,Dev_Pervious-C-Low-All,0.07997418
2945,10411,Open_Space-C-Low-1,1
2946,4002,Dev_Roof-All-All-2,0.042417603
2946,4003,Dev_Roof-All-All-3,0.805934448
2946,6410,Dev_Pervious-C-Low-All,0.15164795
2947,7400,Dev_Septics-C-All-All,0.001345672
2947,9411,Pasture-C-Low-1,0.998654328
2948,2000,Dev_Industrial-All-All-All,1
2949,7400,Dev_Septics-C-All-All,0.001345672
2949,9411,Pasture-C-Low-1,0.998654328
2950,4001,Dev_Roof-All-All-1,0.15383443
2950,4002,Dev_Roof-All-All-2,0.307668861
2950,4003,Dev_Roof-All-All-3,0.538420507
2950,6410,Dev_Pervious-C-Low-All,7.62021E-05
2951,4001,Dev_Roof-All-All-1,0.966145802
2951,6410,Dev_Pervious-C-Low-All,0.033854198
2952,7400,Dev_Septics-C-All-All,0.002317474
2952,9411,Pasture-C-Low-1,0.997682526
2953,10421,Open_Space-C-High-1,1
2954,11421,Forest-C-High-1,1
2955,7300,Dev_Septics-B-All-All,0.00186926
2955,10221,Open_Space-A-High-1,0.99813074
2956,7400,Dev_Septics-C-All-All,0.006279017
2956,11421,Forest-C-High-1,0.993720983
2957,4001,Dev_Roof-All-All-1,0.645277767
2957,6410,Dev_Pervious-C-Low-All,0.354722224
2957,7400,Dev_Septics-C-All-All,8.22476E-09
2958,4001,Dev_Roof-All-All-1,0.826108764
2958,6410,Dev_Pervious-C-Low-All,0.173891236
2959,4002,Dev_Roof-All-All-2,0.05
2959,4003,Dev_Roof-All-All-3,0.95
2960,4001,Dev_Roof-All-All-1,0.148637816
2960,4002,Dev_Roof-All-All-2,0.297275631
2960,4003,Dev_Roof-All-All-3,0.520232355
2960,6410,Dev_Pervious-C-Low-All,0.033854198
2961,7400,Dev_Septics-C-All-All,8.87579E-05
2961,10411,Open_Space-C-Low-1,0.999911242
2962,10411,Open_Space-C-Low-1,1
2963,3000,Dev_Residential-All-All-All,0.6334663
2963,6410,Dev_Pervious-C-Low-All,0.3665337
2964,7400,Dev_Septics-C-All-All,0.006279017
2964,11421,Forest-C-High-1,0.993720983
2965,4001,Dev_Roof-All-All-1,0.144569505
2965,4002,Dev_Roof-All-All-2,0.144569505
2965,4003,Dev_Roof-All-All-3,0.144569505
2965,6410,Dev_Pervious-C-Low-All,0.566291485
2966,5004,Dev_Road-All-All-4,0.740783769
2966,6410,Dev_Pervious-C-Low-All,0.259216231
2967,3000,Dev_Residential-All-All-All,0.560694988
2967,6410,Dev_Pervious-C-Low-All,0.439305012
2968,4001,Dev_Roof-All-All-1,0.6334663
2968,6410,Dev_Pervious-C-Low-All,0.3665337
2969,7400,Dev_Septics-C-All-All,0.006279017
2969,9411,Pasture-C-Low-1,0.993720983
2970,7400,Dev_Septics-C-All-All,0.006279017
2970,10421,Open_Space-C-High-1,0.993720983
2971,11411,Forest-C-Low-1,1
2972,11411,Forest-C-Low-1,1
2973,7400,Dev_Septics-C-All-All,0.002317474
2973,9411,Pasture-C-Low-1,0.997682526
2974,7400,Dev_Septics-C-All-All,0.006279017
2974,9422,Pasture-C-High-2,0.993720983
2975,7400,Dev_Septics-C-All-All,0.002317474
2975,9411,Pasture-C-Low-1,0.997682526
2976,7300,Dev_Septics-B-All-All,0.006279017
2976,11221,Forest-A-High-1,0.993720983
2977,7400,Dev_Septics-C-All-All,0.006279017
2977,9411,Pasture-C-Low-1,0.993720983
2978,4001,Dev_Roof-All-All-1,0.135422981
2978,4002,Dev_Roof-All-All-2,0.270845962
2978,4003,Dev_Roof-All-All-3,0.473980433
2978,6410,Dev_Pervious-C-Low-All,0.119750625
2979,7300,Dev_Septics-B-All-All,0.00186926
2979,11221,Forest-A-High-1,0.99813074
2980,7400,Dev_Septics-C-All-All,0.00186926
2980,11421,Forest-C-High-1,0.99813074
2981,7400,Dev_Septics-C-All-All,0.000924444
2981,9411,Pasture-C-Low-1,0.999075556
2982,10411,Open_Space-C-Low-1,1
2983,7400,Dev_Septics-C-All-All,0.00186926
2983,11411,Forest-C-Low-1,0.99813074
2984,5001,Dev_Road-All-All-1,0.7440606
2984,6410,Dev_Pervious-C-Low-All,0.2559394
2985,4001,Dev_Roof-All-All-1,0.569374406
2985,6410,Dev_Pervious-C-Low-All,0.430625594
2986,3000,Dev_Residential-All-All-All,0.569374406
2986,6410,Dev_Pervious-C-Low-All,0.430625594
2987,7300,Dev_Septics-B-All-All,0.006279017
2987,9222,Pasture-A-High-2,0.993720983
2988,3000,Dev_Residential-All-All-All,0.813876648
2988,6210,Dev_Pervious-A-Low-All,0.186123352
2989,7400,Dev_Septics-C-All-All,0.006279017
2989,9412,Pasture-C-Low-2,0.993720983
2990,7400,Dev_Septics-C-All-All,0.002317474
2990,11411,Forest-C-Low-1,0.997682526
2991,7400,Dev_Septics-C-All-All,0.002317474
2991,11411,Forest-C-Low-1,0.997682526
2992,11411,Forest-C-Low-1,1
2993,7400,Dev_Septics-C-All-All,2.31865E-08
2993,10411,Open_Space-C-Low-1,0.999999977
2994,6420,Dev_Pervious-C-High-All,1
2995,4001,Dev_Roof-All-All-1,0.116681919
2995,4002,Dev_Roof-All-All-2,0.233363838
2995,4003,Dev_Roof-All-All-3,0.408386717
2995,6410,Dev_Pervious-C-Low-All,0.241567526
2996,4001,Dev_Roof-All-All-1,0.6334663
2996,6420,Dev_Pervious-C-High-All,0.3665337
2997,7400,Dev_Septics-C-All-All,2.31865E-08
2997,11411,Forest-C-Low-1,0.999999977
2998,7400,Dev_Septics-C-All-All,0.002317474
2998,9421,Pasture-C-High-1,0.997682526
2999,7400,Dev_Septics-C-All-All,8.87579E-05
2999,10411,Open_Space-C-Low-1,0.999911242
3000,3000,Dev_Residential-All-All-All,0.298547857
3000,6410,Dev_Pervious-C-Low-All,0.701452127
3000,7400,Dev_Septics-C-All-All,1.62642E-08
3001,4002,Dev_Roof-All-All-2,0.042733985
3001,4003,Dev_Roof-All-All-3,0.811945718
3001,6410,Dev_Pervious-C-Low-All,0.145320297
3002,10411,Open_Space-C-Low-1,1
3003,11411,Forest-C-Low-1,1
3004,5003,Dev_Road-All-All-3,0.840008354
3004,6410,Dev_Pervious-C-Low-All,0.159991642
3004,7400,Dev_Septics-C-All-All,3.70964E-09
3005,10421,Open_Space-C-High-1,1
3006,7400,Dev_Septics-C-All-All,0.00066496
3006,10411,Open_Space-C-Low-1,0.99933504
3007,7400,Dev_Septics-C-All-All,0.00066496
3007,10411,Open_Space-C-Low-1,0.99933504
3008,4001,Dev_Roof-All-All-1,0.635338135
3008,6410,Dev_Pervious-C-Low-All,0.364661865
3009,3000,Dev_Residential-All-All-All,0.208226291
3009,6410,Dev_Pervious-C-Low-All,0.791773709
3010,6420,Dev_Pervious-C-High-All,1
3011,10421,Open_Space-C-High-1,1
3012,2000,Dev_Industrial-All-All-All,0.854679703
3012,6410,Dev_Pervious-C-Low-All,0.145320297
3013,10421,Open_Space-C-High-1,6.73103E-05
3013,11422,Forest-C-High-2,0.99993269
3014,3000,Dev_Residential-All-All-All,0.635338135
3014,6410,Dev_Pervious-C-Low-All,0.364661865
3015,4001,Dev_Roof-All-All-1,0.186898329
3015,4002,Dev_Roof-All-All-2,0.186898329
3015,4003,Dev_Roof-All-All-3,0.186898329
3015,6410,Dev_Pervious-C-Low-All,0.439305012
3016,3000,Dev_Residential-All-All-All,0.84835205
3016,6420,Dev_Pervious-C-High-All,0.15164795
3017,3000,Dev_Residential-All-All-All,0.813876648
3017,6410,Dev_Pervious-C-Low-All,0.186123352
3018,3000,Dev_Residential-All-All-All,1
3019,10411,Open_Space-C-Low-1,1
3020,4001,Dev_Roof-All-All-1,0.211779378
3020,4002,Dev_Roof-All-All-2,0.211779378
3020,4003,Dev_Roof-All-All-3,0.211779378
3020,6410,Dev_Pervious-C-Low-All,0.364661865
3021,12421,Road_Rural-C-High-1,1
3022,7400,Dev_Septics-C-All-All,0.00066496
3022,11411,Forest-C-Low-1,0.99933504
3023,14000,Water-All-All-All,1
3024,5003,Dev_Road-All-All-3,0.848411583
3024,6410,Dev_Pervious-C-Low-All,0.151588417
3025,2000,Dev_Industrial-All-All-All,0.740783769
3025,6410,Dev_Pervious-C-Low-All,0.259216231
3026,5004,Dev_Road-All-All-4,0.843063725
3026,6410,Dev_Pervious-C-Low-All,0.156936275
3027,4001,Dev_Roof-All-All-1,0.613600837
3027,6410,Dev_Pervious-C-Low-All,0.386399163
3028,11411,Forest-C-Low-1,1
3029,4001,Dev_Roof-All-All-1,0.053033716
3029,4002,Dev_Roof-All-All-2,0.053033716
3029,4003,Dev_Roof-All-All-3,0.053033716
3029,6420,Dev_Pervious-C-High-All,0.840898853
3030,4001,Dev_Roof-All-All-1,0.84835205
3030,6410,Dev_Pervious-C-Low-All,0.15164795
3031,7400,Dev_Septics-C-All-All,0.00066496
3031,10411,Open_Space-C-Low-1,0.99933504
3032,10411,Open_Space-C-Low-1,1
3033,3000,Dev_Residential-All-All-All,0.613600837
3033,6410,Dev_Pervious-C-Low-All,0.386399163
3034,4001,Dev_Roof-All-All-1,0.566369498
3034,6410,Dev_Pervious-C-Low-All,0.433630502
3035,10411,Open_Space-C-Low-1,1
3036,11411,Forest-C-Low-1,1
3037,7400,Dev_Septics-C-All-All,0.002049328
3037,10421,Open_Space-C-High-1,0.997950672
3038,7400,Dev_Septics-C-All-All,0.002049328
3038,11421,Forest-C-High-1,0.997950672
3039,7400,Dev_Septics-C-All-All,0.002049328
3039,11421,Forest-C-High-1,0.997950672
3040,6420,Dev_Pervious-C-High-All,0.997950672
3040,7400,Dev_Septics-C-All-All,0.002049328
3041,7400,Dev_Septics-C-All-All,0.002049328
3041,10421,Open_Space-C-High-1,0.997950672
3042,4001,Dev_Roof-All-All-1,0.204533612
3042,4002,Dev_Roof-All-All-2,0.204533612
3042,4003,Dev_Roof-All-All-3,0.204533612
3042,6410,Dev_Pervious-C-Low-All,0.386399163
3043,7400,Dev_Septics-C-All-All,0.002049328
3043,11421,Forest-C-High-1,0.997950672
3044,3000,Dev_Residential-All-All-All,0.381914049
3044,6420,Dev_Pervious-C-High-All,0.61681929
3044,7400,Dev_Septics-C-All-All,0.001266661
3045,6420,Dev_Pervious-C-High-All,0.997950672
3045,7400,Dev_Septics-C-All-All,0.002049328
3046,7400,Dev_Septics-C-All-All,0.002049328
3046,11421,Forest-C-High-1,0.997950672
3047,7400,Dev_Septics-C-All-All,0.002049328
3047,10421,Open_Space-C-High-1,0.997950672
3048,7300,Dev_Septics-B-All-All,0.006279017
3048,11211,Forest-A-Low-1,0.993720983
3049,4001,Dev_Roof-All-All-1,0.127304683
3049,4002,Dev_Roof-All-All-2,0.127304683
3049,4003,Dev_Roof-All-All-3,0.127304683
3049,6420,Dev_Pervious-C-High-All,0.61681929
3049,7400,Dev_Septics-C-All-All,0.001266661
3050,4001,Dev_Roof-All-All-1,0.583629691
3050,6410,Dev_Pervious-C-Low-All,0.416370309
3051,7400,Dev_Septics-C-All-All,0.002049328
3051,10421,Open_Space-C-High-1,0.997950672
3052,5002,Dev_Road-All-All-2,0.665996957
3052,6410,Dev_Pervious-C-Low-All,0.333318561
3052,7400,Dev_Septics-C-All-All,0.000684482
3053,7400,Dev_Septics-C-All-All,8.87579E-05
3053,11411,Forest-C-Low-1,0.999911242
3054,5001,Dev_Road-All-All-1,0.83823122
3054,6410,Dev_Pervious-C-Low-All,0.16176878
3055,4001,Dev_Roof-All-All-1,0.211155433
3055,4002,Dev_Roof-All-All-2,0.211155433
3055,4003,Dev_Roof-All-All-3,0.211155433
3055,6420,Dev_Pervious-C-High-All,0.3665337
3056,5001,Dev_Road-All-All-1,0.848411583
3056,6410,Dev_Pervious-C-Low-All,0.151588417
3057,11411,Forest-C-Low-1,1
3058,5001,Dev_Road-All-All-1,0.869282563
3058,6410,Dev_Pervious-C-Low-All,0.130717437
3059,5003,Dev_Road-All-All-3,0.869282563
3059,6410,Dev_Pervious-C-Low-All,0.130717437
3060,4001,Dev_Roof-All-All-1,0.381914049
3060,6420,Dev_Pervious-C-High-All,0.61681929
3060,7400,Dev_Septics-C-All-All,0.001266661
3061,6420,Dev_Pervious-C-High-All,0.997950672
3061,7400,Dev_Septics-C-All-All,0.002049328
3062,7400,Dev_Septics-C-All-All,0.001345672
3062,9411,Pasture-C-Low-1,0.998654328
3063,14000,Water-All-All-All,1
3064,10411,Open_Space-C-Low-1,1
3065,7300,Dev_Septics-B-All-All,0.002049328
3065,10221,Open_Space-A-High-1,0.997950672
3066,7400,Dev_Septics-C-All-All,0.000619944
3066,9411,Pasture-C-Low-1,0.999380056
3067,4001,Dev_Roof-All-All-1,0.080033301
3067,4002,Dev_Roof-All-All-2,0.080033301
3067,4003,Dev_Roof-All-All-3,0.080033301
3067,6410,Dev_Pervious-C-Low-All,0.759900098
3068,10411,Open_Space-C-Low-1,1
3069,4001,Dev_Roof-All-All-1,0.298547857
3069,6420,Dev_Pervious-C-High-All,0.701452127
3069,7400,Dev_Septics-C-All-All,1.62642E-08
3070,7300,Dev_Septics-B-All-All,0.006279017
3070,9222,Pasture-A-High-2,0.993720983
3071,4002,Dev_Roof-All-All-2,0.037039188
3071,4003,Dev_Roof-All-All-3,0.703744581
3071,6410,Dev_Pervious-C-Low-All,0.259216231
3072,11411,Forest-C-Low-1,1
3073,10411,Open_Space-C-Low-1,1
3074,5003,Dev_Road-All-All-3,0.829921715
3074,6410,Dev_Pervious-C-Low-All,0.170078285
3075,11411,Forest-C-Low-1,1
3076,7300,Dev_Septics-B-All-All,0.002049328
3076,11221,Forest-A-High-1,0.997950672
3077,4002,Dev_Roof-All-All-2,0.041496086
3077,4003,Dev_Roof-All-All-3,0.78842563
3077,6410,Dev_Pervious-C-Low-All,0.170078285
3078,5004,Dev_Road-All-All-4,0.836850256
3078,6410,Dev_Pervious-C-Low-All,0.163149744
3079,5001,Dev_Road-All-All-1,0.665996957
3079,6420,Dev_Pervious-C-High-All,0.333318561
3079,7400,Dev_Septics-C-All-All,0.000684482
3080,7300,Dev_Septics-B-All-All,0.00186926
3080,9221,Pasture-A-High-1,0.662466353
3080,10221,Open_Space-A-High-1,0.162418252
3080,11222,Forest-A-High-2,0.173246135
3081,11411,Forest-C-Low-1,1
3082,11411,Forest-C-Low-1,1
3083,10411,Open_Space-C-Low-1,1
3084,3000,Dev_Residential-All-All-All,0.638930636
3084,6410,Dev_Pervious-C-Low-All,0.361069364
3085,7400,Dev_Septics-C-All-All,0.000736709
3085,10411,Open_Space-C-Low-1,0.999263291
3086,10411,Open_Space-C-Low-1,1
3087,11411,Forest-C-Low-1,1
3088,4001,Dev_Roof-All-All-1,0.638930636
3088,6410,Dev_Pervious-C-Low-All,0.361069364
3089,10411,Open_Space-C-Low-1,1
3090,10411,Open_Space-C-Low-1,1
3091,10411,Open_Space-C-Low-1,1
3092,11411,Forest-C-Low-1,1
3093,7300,Dev_Septics-B-All-All,0.002049328
3093,10221,Open_Space-A-High-1,0.997950672
3094,7300,Dev_Septics-B-All-All,0.006279017
3094,10211,Open_Space-A-Low-1,0.993720983
3095,5003,Dev_Road-All-All-3,0.780691389
3095,6410,Dev_Pervious-C-Low-All,0.219147045
3095,7400,Dev_Septics-C-All-All,0.000161567
3096,3000,Dev_Residential-All-All-All,0.596401014
3096,6410,Dev_Pervious-C-Low-All,0.403598986
3097,14000,Water-All-All-All,1
3098,11411,Forest-C-Low-1,1
3099,10411,Open_Space-C-Low-1,1
3100,7400,Dev_Septics-C-All-All,0.006279017
3100,9421,Pasture-C-High-1,0.88290328
3100,10421,Open_Space-C-High-1,0.110817703
3101,10411,Open_Space-C-Low-1,1
3102,1000,Dev_Commercial-All-All-All,0.97807529
3102,6410,Dev_Pervious-C-Low-All,0.02192471
3103,3000,Dev_Residential-All-All-All,0.173073595
3103,6410,Dev_Pervious-C-Low-All,0.826926405
3104,11411,Forest-C-Low-1,1
3105,4002,Dev_Roof-All-All-2,0.033299848
3105,4003,Dev_Roof-All-All-3,0.632697109
3105,6420,Dev_Pervious-C-High-All,0.333318561
3105,7400,Dev_Septics-C-All-All,0.000684482
3106,6410,Dev_Pervious-C-Low-All,0.998654328
3106,7400,Dev_Septics-C-All-All,0.001345672
3107,4001,Dev_Roof-All-All-1,0.613600837
3107,6410,Dev_Pervious-C-Low-All,0.386399163
3108,10411,Open_Space-C-Low-1,1
3109,11411,Forest-C-Low-1,1
3110,10411,Open_Space-C-Low-1,1
3111,3000,Dev_Residential-All-All-All,0.132611957
3111,6410,Dev_Pervious-C-Low-All,0.867388043
3112,7400,Dev_Septics-C-All-All,0.000736709
3112,11421,Forest-C-High-1,0.999263291
3113,4001,Dev_Roof-All-All-1,0.150473121
3113,4002,Dev_Roof-All-All-2,0.300946243
3113,4003,Dev_Roof-All-All-3,0.526655925
3113,6410,Dev_Pervious-C-Low-All,0.02192471
3114,7400,Dev_Septics-C-All-All,0.006279017
3114,9421,Pasture-C-High-1,0.88290328
3114,10421,Open_Space-C-High-1,0.110817703
3115,4001,Dev_Roof-All-All-1,0.854679703
3115,6410,Dev_Pervious-C-Low-All,0.145320297
3116,11411,Forest-C-Low-1,1
3117,3000,Dev_Residential-All-All-All,0.267606156
3117,6410,Dev_Pervious-C-Low-All,0.732393844
3118,7400,Dev_Septics-C-All-All,0.00029793
3118,9411,Pasture-C-Low-1,0.677731836
3118,10411,Open_Space-C-Low-1,0.321970234
3119,5003,Dev_Road-All-All-3,0.665996957
3119,6410,Dev_Pervious-C-Low-All,0.333318561
3119,7400,Dev_Septics-C-All-All,0.000684482
3120,5002,Dev_Road-All-All-2,0.836850256
3120,6410,Dev_Pervious-C-Low-All,0.163149744
3121,5002,Dev_Road-All-All-2,0.83823122
3121,6410,Dev_Pervious-C-Low-All,0.16176878
3122,4001,Dev_Roof-All-All-1,0.854679703
3122,6410,Dev_Pervious-C-Low-All,0.145320297
3123,4001,Dev_Roof-All-All-1,0.758432474
3123,6410,Dev_Pervious-C-Low-All,0.241567526
3124,4001,Dev_Roof-All-All-1,0.212976879
3124,4002,Dev_Roof-All-All-2,0.212976879
3124,4003,Dev_Roof-All-All-3,0.212976879
3124,6410,Dev_Pervious-C-Low-All,0.361069364
3125,7400,Dev_Septics-C-All-All,0.000619944
3125,9421,Pasture-C-High-1,0.999380056
3126,7400,Dev_Septics-C-All-All,0.006966585
3126,9412,Pasture-C-Low-2,0.993033415
3127,7300,Dev_Septics-B-All-All,0.00186926
3127,10221,Open_Space-A-High-1,0.99813074
3128,7400,Dev_Septics-C-All-All,0.006966585
3128,9412,Pasture-C-Low-2,0.993033415
3129,7400,Dev_Septics-C-All-All,8.87579E-05
3129,12421,Road_Rural-C-High-1,0.999911242
3130,4001,Dev_Roof-All-All-1,0.596401014
3130,6410,Dev_Pervious-C-Low-All,0.403598986
3131,4001,Dev_Roof-All-All-1,0.198800338
3131,4002,Dev_Roof-All-All-2,0.198800338
3131,4003,Dev_Roof-All-All-3,0.198800338
3131,6410,Dev_Pervious-C-Low-All,0.403598986
3132,6420,Dev_Pervious-C-High-All,0.997950672
3132,7400,Dev_Septics-C-All-All,0.002049328
3133,5002,Dev_Road-All-All-2,0.848411583
3133,6410,Dev_Pervious-C-Low-All,0.151588417
3134,4001,Dev_Roof-All-All-1,0.381914049
3134,6420,Dev_Pervious-C-High-All,0.61681929
3134,7400,Dev_Septics-C-All-All,0.001266661
3135,7300,Dev_Septics-B-All-All,0.00186926
3135,11221,Forest-A-High-1,0.99813074
3136,7400,Dev_Septics-C-All-All,0.00029793
3136,9411,Pasture-C-Low-1,0.99970207
3137,7300,Dev_Septics-B-All-All,0.002049328
3137,11221,Forest-A-High-1,0.997950672
3138,4001,Dev_Roof-All-All-1,0.596401014
3138,6410,Dev_Pervious-C-Low-All,0.403598986
3139,7400,Dev_Septics-C-All-All,0.000130723
3139,10411,Open_Space-C-Low-1,0.999869277
3140,4001,Dev_Roof-All-All-1,0.127304683
3140,4002,Dev_Roof-All-All-2,0.127304683
3140,4003,Dev_Roof-All-All-3,0.127304683
3140,6220,Dev_Pervious-A-High-All,0.61681929
3140,7300,Dev_Septics-B-All-All,0.001266661
3141,6220,Dev_Pervious-A-High-All,0.997950672
3141,7300,Dev_Septics-B-All-All,0.002049328
3142,5002,Dev_Road-All-All-2,0.829921715
3142,6410,Dev_Pervious-C-Low-All,0.170078285
3143,7300,Dev_Septics-B-All-All,0.002049328
3143,11221,Forest-A-High-1,0.997950672
3144,3000,Dev_Residential-All-All-All,0.381914049
3144,6220,Dev_Pervious-A-High-All,0.61681929
3144,7300,Dev_Septics-B-All-All,0.001266661
3145,4001,Dev_Roof-All-All-1,0.738546665
3145,6410,Dev_Pervious-C-Low-All,0.261453335
3146,5005,Dev_Road-All-All-5,0.836850256
3146,6410,Dev_Pervious-C-Low-All,0.163149744
3147,4001,Dev_Roof-All-All-1,0.838313929
3147,6410,Dev_Pervious-C-Low-All,0.161686071
3148,11411,Forest-C-Low-1,1
3149,7300,Dev_Septics-B-All-All,0.002049328
3149,10221,Open_Space-A-High-1,0.997950672
3150,11421,Forest-C-High-1,1
3151,10411,Open_Space-C-Low-1,1
3152,11411,Forest-C-Low-1,1
3153,1000,Dev_Commercial-All-All-All,0.952972194
3153,6410,Dev_Pervious-C-Low-All,0.047027806
3154,11421,Forest-C-High-1,1
3155,5004,Dev_Road-All-All-4,0.82096858
3155,6410,Dev_Pervious-C-Low-All,0.17903142
3156,7400,Dev_Septics-C-All-All,0.000736709
3156,10421,Open_Space-C-High-1,0.999263291
3157,4001,Dev_Roof-All-All-1,0.146611107
3157,4002,Dev_Roof-All-All-2,0.293222214
3157,4003,Dev_Roof-All-All-3,0.513138874
3157,6410,Dev_Pervious-C-Low-All,0.047027806
3158,7400,Dev_Septics-C-All-All,0.00029793
3158,9411,Pasture-C-Low-1,0.99970207
3159,4001,Dev_Roof-All-All-1,0.952972194
3159,6410,Dev_Pervious-C-Low-All,0.047027806
3160,7300,Dev_Septics-B-All-All,2.31865E-08
3160,10311,Open_Space-B-Low-1,0.999999977
3161,11411,Forest-C-Low-1,1
3162,3000,Dev_Residential-All-All-All,0.840008354
3162,6420,Dev_Pervious-C-High-All,0.159991642
3162,7400,Dev_Septics-C-All-All,3.70964E-09
3163,7400,Dev_Septics-C-All-All,0.000130723
3163,10411,Open_Space-C-Low-1,0.999869277
3164,10411,Open_Space-C-Low-1,1
3165,11411,Forest-C-Low-1,1
3166,1000,Dev_Commercial-All-All-All,0.965531858
3166,6410,Dev_Pervious-C-Low-All,0.034468142
3167,10411,Open_Space-C-Low-1,1
3168,10411,Open_Space-C-Low-1,1
3169,6410,Dev_Pervious-C-Low-All,0.993033415
3169,7400,Dev_Septics-C-All-All,0.006966585
3170,11411,Forest-C-Low-1,1
3171,5006,Dev_Road-All-All-6,0.575066631
3171,6420,Dev_Pervious-C-High-All,0.424933369
3172,11411,Forest-C-Low-1,1
3173,6220,Dev_Pervious-A-High-All,0.997950672
3173,7300,Dev_Septics-B-All-All,0.002049328
3174,10411,Open_Space-C-Low-1,1
3175,4001,Dev_Roof-All-All-1,0.635338135
3175,6410,Dev_Pervious-C-Low-All,0.364661865
3176,10411,Open_Space-C-Low-1,1
3177,3000,Dev_Residential-All-All-All,0.298547857
3177,6310,Dev_Pervious-B-Low-All,0.701452127
3177,7300,Dev_Septics-B-All-All,1.62642E-08
3178,5001,Dev_Road-All-All-1,0.813051111
3178,6410,Dev_Pervious-C-Low-All,0.186948889
3179,4001,Dev_Roof-All-All-1,0.22496581
3179,6410,Dev_Pervious-C-Low-All,0.77503419
3180,6410,Dev_Pervious-C-Low-All,1
3181,11411,Forest-C-Low-1,1
3182,7300,Dev_Septics-B-All-All,2.31865E-08
3182,11311,Forest-B-Low-1,0.999999977
3183,5001,Dev_Road-All-All-1,0.82096858
3183,6410,Dev_Pervious-C-Low-All,0.17903142
3184,7400,Dev_Septics-C-All-All,0.006966585
3184,9411,Pasture-C-Low-1,0.993033415
3185,1000,Dev_Commercial-All-All-All,0.740783769
3185,6410,Dev_Pervious-C-Low-All,0.259216231
3186,5005,Dev_Road-All-All-5,0.82096858
3186,6410,Dev_Pervious-C-Low-All,0.17903142
3187,5002,Dev_Road-All-All-2,0.869282563
3187,6410,Dev_Pervious-C-Low-All,0.130717437
3188,7400,Dev_Septics-C-All-All,0.006279017
3188,11511,Forest-D-Low-1,0.993720983
3189,7400,Dev_Septics-C-All-All,0.006279017
3189,11511,Forest-D-Low-1,0.993720983
3190,4002,Dev_Roof-All-All-2,0.041048429
3190,4003,Dev_Roof-All-All-3,0.779920151
3190,6410,Dev_Pervious-C-Low-All,0.17903142
3191,7400,Dev_Septics-C-All-All,0.006279017
3191,10511,Open_Space-D-Low-1,0.993720983
3192,7400,Dev_Septics-C-All-All,0.006279017
3192,10511,Open_Space-D-Low-1,0.993720983
3193,4001,Dev_Roof-All-All-1,0.148543363
